,State,State ID,District,District ID,Year,ABY,Year2017,Year2018,Year2019,2018andABY,2019andABY,% Institutional deliveries to Total Reported Deliveries,Total Number of reported live births,% live birth to Reported Birth,% Newborns having weight less than 2.5 kg to Newborns weighed at birth,% Newborns given OPV0 at birth to Reported live birth,% Newborns given BCG to Reported live birth,% Newborns given Hep-B0(Birth Dose)at birth to Reported live birth,% Infants 0 to 11 months old who received Measles+ MR vaccine to reported live births,No of children 16-24 months age given Measles Rubella Vaccine 2nd dose,Total Number of Infant Deaths reported,Total no. maternal deaths,Total number of pregnant women Registered for ANC,MMR,IMR,Doctor,Sub Centres,PHCs,CHCs,Sub Divisional Hospitals,District Hospitals,Total Health Centres,GDP_PC,Poor_GDP_PC
1204,Meghalaya,23,North Garo Hills,4,2018,1,0,1,0,1,0,49.0,3255,98.0,3.0,61.7,102.6,39.0,62.7,332,68,5,4809,153.61,20.89,27,53,9,1,1,1,63,89023,1
1205,Meghalaya,23,North Garo Hills,4,2019,1,0,0,1,0,1,48.3,3483,98.6,2.9,71.3,121.0,36.0,104.1,2222,63,4,5194,114.84,18.09,62,53,9,1,1,1,63,98151,1
1206,Meghalaya,23,Ri Bhoi,5,2017,0,1,0,0,0,0,44.0,5694,98.7,5.5,61.4,90.0,39.8,74.2,2,127,10,8527,175.62,22.3,18,36,10,3,3,2,51,81098,1
1207,Meghalaya,23,Ri Bhoi,5,2018,1,0,1,0,1,0,46.9,5818,98.8,6.5,61.7,99.0,44.5,50.3,0,90,9,8668,154.69,15.47,27,37,10,3,3,2,52,89023,1
1208,Meghalaya,23,Ri Bhoi,5,2019,1,0,0,1,0,1,49.5,6235,98.5,4.5,69.1,98.7,50.6,87.1,4710,136,12,8430,192.46,21.81,62,37,10,3,3,2,52,98151,1
1209,Meghalaya,23,South Garo Hills,6,2017,0,1,0,0,0,0,32.3,2625,98.4,4.8,43.9,100.6,27.4,79.8,0,89,17,4802,647.62,33.9,18,24,6,1,1,1,32,81098,1
1210,Meghalaya,23,South Garo Hills,6,2018,1,0,1,0,1,0,31.4,2609,98.3,5.1,39.0,99.0,25.5,67.3,282,75,7,4285,268.3,28.75,27,23,7,1,1,1,32,89023,1
1211,Meghalaya,23,South Garo Hills,6,2019,1,0,0,1,0,1,32.6,2650,98.3,5.6,43.7,120.9,27.1,99.4,1414,97,11,4153,415.09,36.6,62,23,7,1,1,1,32,98151,1
1212,Meghalaya,23,South West Garo Hills,7,2017,0,1,0,0,0,0,52.9,3787,98.5,6.8,50.7,96.4,47.8,80.8,12,93,10,4740,264.06,24.56,18,28,9,1,1,1,39,81098,1
1213,Meghalaya,23,South West Garo Hills,7,2018,1,0,1,0,1,0,56.2,3939,99.0,6.1,51.2,99.2,52.5,85.3,611,74,6,5346,152.32,18.79,27,28,9,1,1,1,39,89023,1
1214,Meghalaya,23,South West Garo Hills,7,2019,1,0,0,1,0,1,77.3,3848,98.6,10.2,73.1,106.1,71.3,116.8,3234,165,6,4615,155.93,42.88,62,28,9,1,1,1,39,98151,1
1215,Meghalaya,23,South West Khasi Hills,8,2017,0,1,0,0,0,0,25.6,2571,97.8,5.1,29.9,98.7,23.9,90.7,0,126,9,3322,350.06,49.01,18,22,4,2,2,2,28,81098,1
1216,Meghalaya,23,South West Khasi Hills,8,2018,1,0,1,0,1,0,24.4,2675,97.8,5.9,27.9,110.1,24.0,47.7,0,88,4,3658,149.53,32.9,27,21,4,2,2,2,27,89023,1
1217,Meghalaya,23,South West Khasi Hills,8,2019,1,0,0,1,0,1,27.9,2899,97.2,4.7,33.7,104.1,26.8,96.0,2079,153,6,4044,206.97,52.78,62,21,4,2,2,2,27,98151,1
1218,Meghalaya,23,West Garo Hills,9,2017,0,1,0,0,0,0,52.6,13775,98.1,7.6,51.9,94.9,47.9,60.1,154,275,42,15075,304.9,19.96,18,72,12,5,5,4,93,81098,1
1219,Meghalaya,23,West Garo Hills,9,2018,1,0,1,0,1,0,54.0,13932,98.1,8.4,48.4,88.7,45.8,60.7,630,293,45,15800,323.0,21.03,27,69,15,5,5,4,93,89023,1
1220,Meghalaya,23,West Garo Hills,9,2019,1,0,0,1,0,1,57.8,14584,97.7,10.1,53.4,101.8,50.0,83.8,7648,350,50,16447,342.84,24.0,62,69,15,5,5,4,93,98151,1
1221,Meghalaya,23,West Jaintia Hills,10,2017,0,1,0,0,0,0,59.6,9960,97.6,8.0,61.9,96.2,48.8,70.4,9,358,26,13165,261.04,35.94,18,49,15,3,3,2,69,81098,1
1222,Meghalaya,23,West Jaintia Hills,10,2018,1,0,1,0,1,0,62.2,9908,97.7,7.4,58.4,98.6,54.7,50.7,1013,260,19,14360,191.76,26.24,27,49,15,3,3,2,69,89023,1
1223,Meghalaya,23,West Jaintia Hills,10,2019,1,0,0,1,0,1,59.7,10012,97.4,7.7,62.9,95.4,52.2,79.2,7506,268,7,12529,69.92,26.77,62,49,15,3,3,2,69,98151,1
1224,Meghalaya,23,West Khasi Hills,11,2017,0,1,0,0,0,0,44.1,9634,98.0,5.0,46.6,96.1,41.7,88.6,0,258,17,11288,176.46,26.78,18,50,16,3,3,2,71,81098,1
1225,Meghalaya,23,West Khasi Hills,11,2018,1,0,1,0,1,0,46.1,9799,97.8,4.4,47.9,94.8,42.1,45.0,79,173,23,12211,234.72,17.65,27,50,16,3,3,2,71,89023,1
1226,Meghalaya,23,West Khasi Hills,11,2019,1,0,0,1,0,1,47.7,10603,98.1,4.7,51.0,103.6,43.7,89.3,5178,239,15,12104,141.47,22.54,62,50,16,3,3,2,71,98151,1
1227,Mizoram,24,Aizawl East,1,2017,0,1,0,0,0,0,99.6,2980,98.3,4.8,29.8,128.6,28.8,143.4,997,54,3,4667,100.67,18.12,8,55,9,2,6,6,72,146764,0
1228,Mizoram,24,Aizawl East,1,2018,1,0,1,0,1,0,99.4,2849,98.9,5.4,26.5,105.1,25.7,133.2,3203,56,3,4631,105.3,19.66,11,55,9,2,6,6,72,168625,0
1229,Mizoram,24,Aizawl East,1,2019,1,0,0,1,0,1,98.1,666,99.7,2.1,71.6,286.9,73.7,483.9,3276,18,0,4423,0.0,27.03,37,55,9,2,6,6,72,201741,0
1230,Mizoram,24,Aizawl West,2,2017,0,1,0,0,0,0,99.9,5998,99.0,6.4,53.0,59.7,49.6,42.9,1,99,4,3238,66.69,16.51,8,39,9,1,4,2,55,146764,0
1231,Mizoram,24,Aizawl West,2,2018,1,0,1,0,1,0,99.9,5924,98.9,6.3,69.1,80.2,66.2,38.6,1982,53,6,3376,101.28,8.95,11,39,9,9,5,2,55,168625,0
1232,Mizoram,24,Aizawl West,2,2019,1,0,0,1,0,1,99.9,5678,99.4,6.0,75.8,83.8,75.9,40.9,2210,49,1,3218,17.61,8.63,37,39,9,9,5,2,55,201741,0
1233,Mizoram,24,Champhai,3,2017,0,1,0,0,0,0,94.8,1801,99.3,3.9,71.8,113.3,67.0,111.5,18,44,5,2594,277.62,24.43,8,59,11,2,1,1,74,146764,0
1234,Mizoram,24,Champhai,3,2018,1,0,1,0,1,0,95.8,1811,99.2,5.7,75.9,109.8,71.5,103.7,1432,62,6,2758,331.31,34.24,11,59,11,2,1,1,74,168625,0
1235,Mizoram,24,Champhai,3,2019,1,0,0,1,0,1,96.4,1652,99.2,6.4,76.6,110.9,75.1,116.8,1868,35,1,2560,60.53,21.19,37,59,11,2,1,1,74,201741,0
1236,Mizoram,24,Kolasib,4,2017,0,1,0,0,0,0,93.4,1145,99.0,4.1,28.6,82.0,83.8,103.5,4,29,0,1749,0.0,25.33,8,26,5,1,1,1,33,146764,0
1237,Mizoram,24,Kolasib,4,2018,1,0,1,0,1,0,93.1,1163,98.9,7.0,20.7,119.9,83.1,103.4,741,31,1,1830,85.98,26.66,11,26,5,1,1,1,33,168625,0
1238,Mizoram,24,Kolasib,4,2019,1,0,0,1,0,1,94.0,930,99.5,7.5,53.1,119.9,87.6,114.8,983,30,0,1457,0.0,32.26,37,26,5,1,1,1,33,201741,0
1239,Mizoram,24,Lawngtlai,5,2017,0,1,0,0,0,0,62.2,1800,99.1,4.2,42.6,121.9,38.9,93.6,10,48,0,2439,0.0,26.67,8,37,5,1,2,1,46,146764,0
1240,Mizoram,24,Lawngtlai,5,2018,1,0,1,0,1,0,57.8,1962,99.0,3.9,45.0,105.5,38.3,81.3,1450,24,6,2716,305.81,12.23,11,37,5,1,2,1,46,168625,0
1241,Mizoram,24,Lawngtlai,5,2019,1,0,0,1,0,1,57.7,1881,99.1,3.8,52.7,122.5,46.6,83.0,1552,36,2,2709,106.33,19.14,37,37,5,1,2,1,46,201741,0
1242,Mizoram,24,Lunglei,6,2017,0,1,0,0,0,0,80.4,2512,99.4,3.4,32.7,75.5,25.4,77.6,41,45,1,2551,39.81,17.91,8,68,11,1,5,2,87,146764,0
1243,Mizoram,24,Lunglei,6,2018,1,0,1,0,1,0,82.5,2491,99.1,3.5,35.0,95.2,22.0,71.8,1452,61,3,2562,120.43,24.49,11,68,11,1,5,1,86,168625,0
1244,Mizoram,24,Lunglei,6,2019,1,0,0,1,0,1,79.8,2320,99.5,2.8,63.7,95.0,57.2,90.4,1981,46,2,2739,86.21,19.83,37,68,11,1,5,1,86,201741,0
1245,Mizoram,24,Mamit,7,2017,0,1,0,0,0,0,61.8,1187,99.6,3.8,39.1,131.3,40.2,89.8,4,30,1,1750,84.25,25.27,8,33,7,1,1,1,42,146764,0
1246,Mizoram,24,Mamit,7,2018,1,0,1,0,1,0,59.1,1082,99.2,3.6,29.8,129.9,28.8,115.2,929,16,0,1903,0.0,14.79,11,33,6,1,1,1,41,168625,0
1247,Mizoram,24,Mamit,7,2019,1,0,0,1,0,1,66.4,1205,98.8,4.4,55.8,118.7,56.6,103.7,1136,16,0,1852,0.0,13.28,37,33,6,1,1,1,41,201741,0
1248,Mizoram,24,Saiha,8,2017,0,1,0,0,0,0,74.2,1229,99.6,4.1,56.1,87.2,55.4,65.2,0,24,4,1392,325.47,19.53,8,24,4,4,1,1,30,146764,0
1249,Mizoram,24,Saiha,8,2018,1,0,1,0,1,0,74.6,1299,99.1,3.9,53.4,103.6,53.2,83.6,701,31,1,1734,76.98,23.86,11,24,4,4,1,1,30,168625,0
1250,Mizoram,24,Saiha,8,2019,1,0,0,1,0,1,84.9,1254,99.3,3.2,59.6,97.6,59.6,82.0,1080,40,1,1367,79.74,31.9,37,24,4,4,1,1,30,201741,0
1251,Mizoram,24,Serchhip,9,2017,0,1,0,0,0,0,96.6,741,99.2,2.4,45.7,113.2,45.9,125.1,2,17,1,1202,134.95,22.94,8,27,5,1,1,1,35,146764,0
1252,Mizoram,24,Serchhip,9,2018,1,0,1,0,1,0,97.0,708,99.9,2.1,57.2,117.8,62.4,136.4,441,6,0,1240,0.0,8.47,11,27,5,1,1,1,35,168625,0
1253,Mizoram,24,Serchhip,9,2019,1,0,0,1,0,1,97.6,631,99.5,2.7,73.4,112.8,77.3,141.4,869,7,0,1126,0.0,11.09,37,27,5,1,1,1,35,201741,0
1254,Nagaland,25,Dimapur,1,2017,0,1,0,0,0,0,94.5,7602,97.4,6.6,83.1,109.1,78.2,80.1,0,120,16,20964,210.47,15.79,17,49,14,9,9,1,73,104680,1
1255,Nagaland,25,Dimapur,1,2018,1,0,1,0,1,0,94.9,7314,97.7,6.9,55.3,92.0,78.0,58.4,1197,115,13,20299,177.74,15.72,18,49,15,9,9,1,74,116882,0
1256,Nagaland,25,Dimapur,1,2019,1,0,0,1,0,1,94.3,7259,98.1,6.4,78.0,94.5,78.5,64.2,3875,82,7,19015,96.43,11.3,36,49,15,9,9,1,74,122726,0
1257,Nagaland,25,Kiphire,2,2017,0,1,0,0,0,0,68.0,647,98.9,0.7,88.1,139.6,63.5,118.7,0,11,2,935,309.12,17.0,17,21,4,1,1,1,27,104680,1
1258,Nagaland,25,Kiphire,2,2018,1,0,1,0,1,0,67.9,713,98.5,1.6,84.3,144.3,61.2,114.6,61,17,0,988,0.0,23.84,18,21,4,1,1,1,27,116882,0
1259,Nagaland,25,Kiphire,2,2019,1,0,0,1,0,1,74.4,727,99.0,1.9,80.1,132.2,63.0,114.3,691,16,1,1053,137.55,22.01,36,21,4,1,1,1,27,122726,0
1260,Nagaland,25,Kohima,3,2017,0,1,0,0,0,0,94.8,2639,98.5,6.6,111.7,123.5,88.9,100.2,4,27,3,3401,113.68,10.23,17,45,15,3,3,4,67,104680,1
1261,Nagaland,25,Kohima,3,2018,1,0,1,0,1,0,94.9,2663,99.0,6.5,107.0,121.3,91.7,86.5,681,42,0,3584,0.0,15.77,18,44,16,3,3,4,67,116882,0
1262,Nagaland,25,Kohima,3,2019,1,0,0,1,0,1,95.0,2572,98.4,9.1,100.5,115.2,89.9,99.1,2069,29,5,3494,194.4,11.28,36,43,16,3,3,4,66,122726,0
1263,Nagaland,25,Longleng,4,2017,0,1,0,0,0,0,69.4,432,98.6,1.9,51.4,99.5,22.9,116.2,0,1,0,626,0.0,2.31,17,9,3,3,3,1,13,104680,1
1264,Nagaland,25,Longleng,4,2018,1,0,1,0,1,0,76.0,464,98.9,1.3,37.1,93.1,21.6,128.2,61,2,1,771,215.52,4.31,18,9,3,3,3,1,13,116882,0
1265,Nagaland,25,Longleng,4,2019,1,0,0,1,0,1,80.7,459,99.8,2.3,62.1,102.8,39.2,117.9,364,1,0,713,0.0,2.18,36,9,3,3,3,1,13,122726,0
1266,Nagaland,25,Mokokchung,5,2017,0,1,0,0,0,0,87.2,1004,98.6,2.2,95.7,115.2,87.2,113.2,2,21,2,1375,199.2,20.92,17,54,19,3,3,1,77,104680,1
1267,Nagaland,25,Mokokchung,5,2018,1,0,1,0,1,0,88.0,984,98.4,3.1,97.9,118.0,85.7,94.8,324,8,0,1447,0.0,8.13,18,54,19,3,3,1,77,116882,0
1268,Nagaland,25,Mokokchung,5,2019,1,0,0,1,0,1,84.7,1025,98.6,2.4,99.1,109.7,81.1,107.7,1112,10,1,1565,97.56,9.76,36,54,19,3,3,1,77,122726,0
1269,Nagaland,25,Mon,6,2017,0,1,0,0,0,0,56.3,2098,99.1,1.8,76.0,133.7,47.7,116.2,0,17,2,2859,95.33,8.1,17,52,15,2,2,1,70,104680,1
1270,Nagaland,25,Mon,6,2018,1,0,1,0,1,0,58.7,2276,99.1,1.6,72.7,123.9,45.4,83,455,12,0,3203,0.0,5.27,18,52,15,2,2,1,70,116882,0
1271,Nagaland,25,Mon,6,2019,1,0,0,1,0,1,58.1,2408,99.3,1.9,57.9,119.7,37.3,89.7,1814,7,1,3947,41.53,2.91,36,52,15,2,2,1,70,122726,0
1272,Nagaland,25,Peren,7,2017,0,1,0,0,0,0,74.7,874,97.9,1.5,83.4,122.1,70.8,97.3,0,0,1,1406,114.42,0.0,17,17,8,1,1,1,27,104680,1
1273,Nagaland,25,Peren,7,2018,1,0,1,0,1,0,79.7,811,99.3,1.5,71.3,105.8,75.8,81.5,148,9,0,1326,0.0,11.1,18,17,8,1,1,1,27,116882,0
1274,Nagaland,25,Peren,7,2019,1,0,0,1,0,1,77.9,804,98.2,1.6,75.9,130.1,59.5,103.9,757,1,0,1259,0.0,1.24,36,17,8,1,1,1,27,122726,0
1275,Nagaland,25,Phek,8,2017,0,1,0,0,0,0,49.8,1164,99.4,0.4,89.9,118.7,42.9,106.6,0,2,1,1505,85.91,1.72,17,47,23,3,3,1,74,104680,1
1276,Nagaland,25,Phek,8,2018,1,0,1,0,1,0,51.3,1055,99.0,0.2,84.0,120.3,48.2,104.3,256,1,1,1812,94.79,0.95,18,49,23,3,3,1,76,116882,0
1277,Nagaland,25,Phek,8,2019,1,0,0,1,0,1,54.6,1218,98.9,0.7,67.6,123.0,45.6,101.1,1168,5,3,2024,246.31,4.11,36,49,23,3,3,1,76,122726,0
1278,Nagaland,25,Tuensang,9,2017,0,1,0,0,0,0,65.9,1497,98.4,1.1,85.7,134.9,57.1,108.1,2,16,0,2130,0.0,10.69,17,40,15,2,2,1,58,104680,1
1279,Nagaland,25,Tuensang,9,2018,1,0,1,0,1,0,64.5,1621,98.8,1.9,73.2,111.6,40.8,100.6,462,5,2,2241,123.38,3.08,18,40,15,2,2,1,58,116882,0
1280,Nagaland,25,Tuensang,9,2019,1,0,0,1,0,1,70.7,1400,98.9,1.8,69.6,139.1,54.0,114.1,1166,4,1,2074,71.43,2.86,36,40,15,2,2,1,58,122726,0
1281,Nagaland,25,Wokha,10,2017,0,1,0,0,0,0,77.7,878,99.2,1.2,79.3,117.1,71.8,97.8,0,0,2,947,227.79,0.0,17,40,12,2,2,1,55,104680,1
1282,Nagaland,25,Wokha,10,2018,1,0,1,0,1,0,78.7,820,99.2,1.1,78.8,126.6,72.7,85.6,207,2,1,1002,121.95,2.44,18,40,13,2,2,1,56,116882,0
1283,Nagaland,25,Wokha,10,2019,1,0,0,1,0,1,83.9,881,99.5,1.3,77.4,115.9,67.7,92.3,719,3,0,1264,0.0,3.41,36,40,13,2,2,1,56,122726,0
1284,Nagaland,25,Zunheboto,11,2017,0,1,0,0,0,0,68.0,862,99.4,0.3,79.8,124.9,60.0,110.4,0,1,1,1069,116.01,1.16,17,50,13,2,2,1,66,104680,1
1285,Nagaland,25,Zunheboto,11,2018,1,0,1,0,1,0,77.7,885,99.1,0.6,58.5,101.5,42.6,85.9,143,0,0,880,0.0,0.0,18,50,13,2,2,1,66,116882,0
1286,Nagaland,25,Zunheboto,11,2019,1,0,0,1,0,1,75.5,866,98.6,1.2,72.3,111.8,58.4,96.1,810,6,2,1124,230.95,6.93,36,50,13,2,2,1,66,122726,0
1287,Odisha,26,Anugul,1,2017,0,1,0,0,0,0,96.5,19172,98.5,18.0,101.2,109.0,87.4,78.0,0,454,36,20619,187.77,23.68,66,166,31,10,3,1,211,84495,1
1288,Odisha,26,Anugul,1,2018,1,0,1,0,1,0,97.2,19475,98.6,17.7,101.6,108.2,86.8,100.9,16936,518,31,20800,159.18,26.6,82,166,31,10,3,1,211,95163,1
1289,Odisha,26,Anugul,1,2019,1,0,0,1,0,1,97.7,18620,98.6,19.1,109.5,113.7,88.5,113.7,19070,428,18,21303,96.67,22.99,177,166,31,10,3,1,211,101586,1
1290,Odisha,26,Balangir,2,2017,0,1,0,0,0,0,96.2,30552,97.1,23.2,86.3,94.8,77.1,64.9,0,836,31,31317,101.47,27.36,66,226,48,16,2,1,293,84495,1
1291,Odisha,26,Balangir,2,2018,1,0,1,0,1,0,97.7,31651,97.5,28.7,87.5,93.4,78.8,91.5,24659,768,34,30985,107.42,24.26,82,226,48,16,2,1,293,95163,1
1292,Odisha,26,Balangir,2,2019,1,0,0,1,0,1,98.4,29078,97.4,23.2,89.5,92.9,83.0,86.4,23190,672,20,29198,68.78,23.11,177,226,48,16,2,1,293,101586,1
1293,Odisha,26,Baleshwar,3,2017,0,1,0,0,0,0,97.0,32042,98.5,11.3,104.7,108.7,99.1,73.8,0,598,14,37709,43.69,18.66,66,275,74,18,1,1,369,84495,1
1294,Odisha,26,Baleshwar,3,2018,1,0,1,0,1,0,97.7,31964,98.5,11.3,99.1,106.4,88.5,117.2,34737,517,30,37572,93.86,16.17,82,275,74,18,1,1,369,95163,1
1295,Odisha,26,Baleshwar,3,2019,1,0,0,1,0,1,98.2,28772,98.6,12.1,106.2,108.6,99.2,110.1,30653,466,33,34592,114.69,16.2,177,275,74,18,1,1,369,101586,1
1296,Odisha,26,Bargarh,4,2017,0,1,0,0,0,0,98.5,14261,98.5,17.9,105.2,121.0,101.8,105.5,0,282,16,22398,112.19,19.77,66,204,49,16,1,1,271,84495,1
1297,Odisha,26,Bargarh,4,2018,1,0,1,0,1,0,99.1,16670,98.6,20.5,93.9,101.6,78.5,134.6,20263,219,10,22870,59.99,13.14,82,204,49,16,1,1,271,95163,1
1298,Odisha,26,Bargarh,4,2019,1,0,0,1,0,1,99.1,13884,98.5,21.1,100.9,108.4,90.7,132.4,16938,166,6,21262,43.22,11.96,177,204,49,16,1,1,271,101586,1
1299,Odisha,26,Baudh,5,2017,0,1,0,0,0,0,92.5,7583,97.7,22.7,90.7,98.1,82.1,73.2,0,104,7,8407,92.31,13.71,66,67,12,6,6,1,86,84495,1
1300,Odisha,26,Baudh,5,2018,1,0,1,0,1,0,94.4,6763,97.9,21.6,93.1,99.1,76.0,113.7,6202,71,4,8121,59.15,10.5,82,67,12,6,6,1,86,95163,1
1301,Odisha,26,Baudh,5,2019,1,0,0,1,0,1,96.6,6194,98.1,21.0,91.2,99.3,80.7,110.8,6113,56,2,7494,32.29,9.04,177,67,12,6,6,1,86,101586,1
1302,Odisha,26,Bhadrak,6,2017,0,1,0,0,0,0,98.6,23534,98.8,12.6,98.2,101.6,96.9,79.1,0,309,19,26126,80.73,13.13,66,178,54,8,8,1,241,84495,1
1303,Odisha,26,Bhadrak,6,2018,1,0,1,0,1,0,99.0,23722,98.4,12.9,99.0,102.5,96.2,107.3,23422,295,4,25599,16.86,12.44,82,178,54,8,8,1,241,95163,1
1304,Odisha,26,Bhadrak,6,2019,1,0,0,1,0,1,99.3,19942,98.4,13.4,103.2,107.2,102.0,103.0,18986,189,2,22974,10.03,9.48,177,178,54,8,8,1,241,101586,1
1305,Odisha,26,Cuttack,7,2017,0,1,0,0,0,0,99.2,42061,98.0,14.8,66.4,81.8,52.1,53.1,0,341,48,36147,114.12,8.11,66,332,74,24,2,2,434,84495,1
1306,Odisha,26,Cuttack,7,2018,1,0,1,0,1,0,99.4,43161,98.0,13.9,63.5,82.1,52.2,85.0,27881,302,24,35261,55.61,7.0,82,332,74,24,2,2,434,95163,1
1307,Odisha,26,Cuttack,7,2019,1,0,0,1,0,1,99.5,31092,97.5,18.0,75.6,96.7,60.4,106.1,30978,961,57,31667,183.33,30.91,177,332,74,24,2,2,434,101586,1
1308,Odisha,26,Deogarh,8,2017,0,1,0,0,0,0,89.3,3098,97.5,16.5,88.2,119.7,77.9,118.2,0,130,5,5761,161.39,41.96,66,42,8,5,5,1,56,84495,1
1309,Odisha,26,Deogarh,8,2018,1,0,1,0,1,0,93.2,3063,98.9,18.5,87.2,100.6,80.8,180.4,4763,83,4,5604,130.59,27.1,82,42,8,5,5,1,56,95163,1
1310,Odisha,26,Deogarh,8,2019,1,0,0,1,0,1,96.8,2760,98.8,19.3,89.9,111.5,85.0,170.7,4458,30,2,4989,72.46,10.87,177,42,8,5,5,1,56,101586,1
1311,Odisha,26,Dhenkanal,9,2017,0,1,0,0,0,0,97.0,13999,98.1,12.2,105.0,131.2,89.7,81.0,0,225,11,20165,78.58,16.07,66,167,38,11,2,1,219,84495,1
1312,Odisha,26,Dhenkanal,9,2018,1,0,1,0,1,0,97.4,15545,98.3,11.4,80.9,108.8,65.5,120.3,14082,195,6,20253,38.6,12.54,82,167,38,11,2,1,219,95163,1
1313,Odisha,26,Dhenkanal,9,2019,1,0,0,1,0,1,98.3,14294,98.6,10.0,85.6,102.2,74.9,117.3,15553,213,8,17935,55.97,14.9,177,167,38,11,2,1,219,101586,1
1314,Odisha,26,Gajapati,10,2017,0,1,0,0,0,0,73.9,10364,98.1,12.3,74.1,107.7,59.4,85.8,0,153,17,12567,164.03,14.76,66,136,22,9,9,1,168,84495,1
1315,Odisha,26,Gajapati,10,2018,1,0,1,0,1,0,79.3,9984,97.2,13.4,78.4,107.5,67.5,110.3,6828,192,12,12396,120.19,19.23,82,136,22,9,9,1,168,95163,1
1316,Odisha,26,Gajapati,10,2019,1,0,0,1,0,1,83.9,8560,97.7,15.8,85.2,108.1,74.0,115.8,9476,194,8,11213,93.46,22.66,177,136,22,9,9,1,168,101586,1
1317,Odisha,26,Ganjam,11,2017,0,1,0,0,0,0,98.1,52173,97.8,15.7,94.2,104.3,85.2,76.8,0,542,82,61053,157.17,10.39,66,460,100,30,4,2,596,84495,1
1318,Odisha,26,Ganjam,11,2018,1,0,1,0,1,0,98.4,54590,98.0,18.5,89.5,96.0,76.8,101.2,40873,328,49,59470,89.76,6.01,82,460,101,30,4,2,597,95163,1
1319,Odisha,26,Ganjam,11,2019,1,0,0,1,0,1,98.7,47531,97.8,16.2,95.0,99.9,85.8,104.9,46265,761,89,54546,187.25,16.01,177,460,101,30,4,2,597,101586,1
1320,Odisha,26,Jagatsinghpur,12,2017,0,1,0,0,0,0,99.4,10104,99.0,12.7,110.1,119.3,99.8,116.0,0,93,10,15204,98.97,9.2,66,189,35,12,12,1,237,84495,1
1321,Odisha,26,Jagatsinghpur,12,2018,1,0,1,0,1,0,99.5,10403,99.0,11.4,93.8,111.0,91.6,150.3,14371,66,5,14932,48.06,6.34,82,189,35,12,12,1,237,95163,1
1322,Odisha,26,Jagatsinghpur,12,2019,1,0,0,1,0,1,99.7,8977,99.0,14.3,103.7,113.0,95.4,156.0,13009,61,4,13303,44.56,6.8,177,189,35,12,12,1,237,101586,1
1323,Odisha,26,Jajapur,13,2017,0,1,0,0,0,0,98.0,20275,98.5,13.2,106.9,120.5,90.4,102.4,0,306,30,30709,147.97,15.09,66,260,62,13,13,1,336,84495,1
1324,Odisha,26,Jajapur,13,2018,1,0,1,0,1,0,98.5,23359,98.8,13.5,91.5,103.9,78.1,118.0,23118,262,16,31300,68.5,11.22,82,260,62,13,13,1,336,95163,1
1325,Odisha,26,Jajapur,13,2019,1,0,0,1,0,1,98.2,37220,98.6,15.7,106.7,114.9,86.2,145.7,48790,343,16,54175,42.99,9.22,177,260,62,13,13,1,336,101586,1
1326,Odisha,26,Jharsuguda,14,2017,0,1,0,0,0,0,99.6,6703,98.8,16.6,97.2,103.4,78.4,91.3,0,109,2,8476,29.84,16.26,66,66,19,7,7,1,93,84495,1
1327,Odisha,26,Jharsuguda,14,2018,1,0,1,0,1,0,99.5,6788,98.4,19.2,92.8,99.2,74.9,134.0,7884,75,4,8411,58.93,11.05,82,66,20,7,7,1,94,95163,1
1328,Odisha,26,Jharsuguda,14,2019,1,0,0,1,0,1,99.8,6268,98.5,19.7,88.8,93.0,68.6,116.2,7210,59,4,7528,63.82,9.41,177,66,20,7,7,1,94,101586,1
1329,Odisha,26,Kalahandi,15,2017,0,1,0,0,0,0,87.2,22565,97.1,19.1,80.4,108.3,70.2,74.3,0,948,42,31464,186.13,42.01,66,242,46,19,1,1,309,84495,1
1330,Odisha,26,Kalahandi,15,2018,1,0,1,0,1,0,89.2,23170,96.8,21.0,80.9,104.5,70.2,113.9,21366,915,36,30215,155.37,39.49,82,242,46,19,1,1,309,95163,1
1331,Odisha,26,Kalahandi,15,2019,1,0,0,1,0,1,92.0,20580,94.2,20.4,87.5,109.6,77.9,120.2,23659,575,30,27850,145.77,27.94,177,242,46,19,1,1,309,101586,1
1332,Odisha,26,Kandhamal,16,2017,0,1,0,0,0,0,89.8,13499,96.7,23.0,82.4,100.2,69.4,71.9,120,537,52,17227,385.21,39.78,66,172,40,15,1,1,229,84495,1
1333,Odisha,26,Kandhamal,16,2018,1,0,1,0,1,0,97.4,13661,96.4,22.9,83.1,98.0,73.6,102.7,10960,589,11,16400,80.52,43.12,82,172,40,15,1,1,229,95163,1
1334,Odisha,26,Kandhamal,16,2019,1,0,0,1,0,1,98.4,12298,96.9,24.3,86.8,99.1,71.8,107.2,13153,357,24,15753,195.15,29.03,177,172,40,15,1,1,229,101586,1
1335,Odisha,26,Kendrapara,17,2017,0,1,0,0,0,0,98.7,15243,98.7,8.5,106.3,126.6,99.0,92.0,0,220,33,22307,216.49,14.43,66,227,46,9,1,1,284,84495,1
1336,Odisha,26,Kendrapara,17,2018,1,0,1,0,1,0,99.5,18240,98.6,9.8,80.2,101.2,76.9,120.4,19615,199,0,22004,0.0,10.91,82,227,46,9,1,1,284,95163,1
1337,Odisha,26,Kendrapara,17,2019,1,0,0,1,0,1,99.6,16372,98.6,10.0,87.1,100.2,84.0,126.1,18917,143,5,19777,30.54,8.73,177,227,46,9,1,1,284,101586,1
